ville1,58.587791,84.997965
ville2,60.803501,24.446176
ville3,66.883228,6.406824
ville4,79.496687,0.826054
ville5,83.489136,1.900439
ville6,40.680820,22.533941
ville7,27.940126,89.700968
ville8,4.171523,10.793122
ville9,99.999145,85.623742
ville10,78.236960,28.583660
ville11,5.572670,59.861598
ville12,93.870634,83.744476
ville13,93.401585,0.432119
ville14,62.619446,45.033859
ville15,84.066148,99.755726
ville16,94.490172,96.322587
ville17,93.714863,65.696389
ville18,59.201749,3.791128
ville19,17.493902,20.013518
ville20,67.204665,8.804736
ville21,81.202834,76.038825
ville22,84.528452,69.692167
ville23,16.258153,50.781400
ville24,82.997065,31.666474
ville25,18.420902,0.095938
ville26,12.434770,91.186205
ville27,66.550022,6.214647
ville28,49.578356,63.426513
ville29,9.395744,14.271041
ville30,53.379253,45.109815
ville31,60.666718,25.530035
ville32,83.301612,50.186320
ville33,81.475520,59.062051
ville34,55.888960,25.742519
ville35,54.520863,32.142775
ville36,23.625047,66.159512
ville37,42.923557,16.219145
ville38,95.167230,75.638090
ville39,49.386728,42.734688
ville40,41.894645,23.291985
ville41,68.390379,37.104434
ville42,14.227355,19.154682
ville43,32.745395,51.849249
ville44,30.323742,51.137579
ville45,69.288299,28.441051
ville46,8.740823,7.012522
ville47,59.464147,13.922814
ville48,0.730318,74.451792
ville49,11.268067,82.401163
ville50,16.341561,52.619531
ville51,76.457241,16.843678
ville52,91.695674,29.189665
ville53,90.700055,95.822080
ville54,81.700739,44.327806
ville55,17.428458,20.090887
ville56,67.536352,83.460253
ville57,16.472234,48.832576
ville58,29.106390,91.102614
ville59,61.630650,26.327279
ville60,82.585803,19.594802
ville61,29.840648,31.774099
ville62,27.277975,60.920067
ville63,83.558582,69.086801
ville64,41.869329,97.820029
ville65,61.229543,84.929156
ville66,4.320482,14.336731
ville67,57.435773,23.037826
ville68,96.742385,49.260318
ville69,18.162661,59.850600
ville70,9.031358,90.033004
ville71,84.704643,30.941417
ville72,32.389864,76.450755
ville73,7.842703,12.305089
ville74,11.625326,86.852704
ville75,33.399746,49.529074
ville76,35.139940,96.970746
ville77,87.328238,25.697425
ville78,96.626221,96.891895
ville79,62.071131,29.494230
ville80,9.526695,15.157993
ville81,60.395482,66.867166
ville82,36.460478,91.261832
ville83,37.613435,69.003845
ville84,47.624342,22.321910
ville85,64.335932,94.012376
ville86,66.000492,70.274022
ville87,95.486549,42.435414
ville88,12.002169,20.457858
ville89,35.213868,39.474173
ville90,42.420944,68.801658
ville91,49.460203,77.629318
ville92,15.949717,66.901979
ville93,21.566105,61.533646
ville94,95.984994,19.786548
ville95,52.507066,86.259147
ville96,57.479820,63.337225
ville97,8.737962,58.928875
ville98,17.601353,25.944312
ville99,46.049807,59.098579
ville100,69.819104,49.688064
ville101,7.294066,91.361352
ville102,10.243159,56.779996
ville103,1.388963,44.296220
ville104,86.567396,38.228694
ville105,9.652927,36.741912
ville106,21.312014,91.015779
ville107,2.197485,33.130379
ville108,22.282033,94.134192
ville109,13.370082,10.960707
ville110,16.606916,12.431443
ville111,35.265232,2.746181
ville112,55.066499,2.655736
ville113,34.961755,2.217593
ville114,71.079265,29.204286
ville115,36.430832,92.986642
ville116,26.485955,49.439912
ville117,36.595278,56.831379
ville118,64.987331,42.067541
ville119,29.163411,49.440747
ville120,50.635001,22.469529
ville121,45.374816,14.539199
ville122,60.310604,40.325101
ville123,43.972029,37.885119
ville124,35.197247,60.125227
ville125,24.687413,21.354954
ville126,12.706420,56.794194
ville127,40.024353,89.302051
ville128,99.567509,31.131198
ville129,22.042309,65.084079
ville130,68.113933,90.870754
ville131,64.767130,41.159090
ville132,60.827192,22.618191
ville133,43.931463,56.097222
ville134,26.013385,6.966464
ville135,85.365008,29.681582
ville136,58.356797,2.688362
ville137,83.306143,26.344719
ville138,75.691941,54.452331
ville139,80.322707,83.729777
ville140,46.363022,23.303158
ville141,56.184892,99.484708
ville142,39.493957,74.935199
ville143,35.883823,99.421110
ville144,70.594271,77.905306
ville145,54.475989,77.948441
ville146,79.440400,54.801930
ville147,56.040648,75.172131
ville148,18.009375,83.560889
ville149,7.853939,1.149118
ville150,13.222990,38.793013
ville151,94.162953,96.754039
ville152,45.138688,45.924309
ville153,49.854497,4.533138
ville154,88.450956,95.220063
ville155,63.596033,58.523645
ville156,6.896034,1.642310
ville157,2.300505,64.585443
ville158,87.535204,4.182027
ville159,87.330968,71.578732
ville160,23.755431,57.532731
ville161,52.604519,24.146835
ville162,35.860625,9.516089
ville163,36.911651,74.116743
ville164,80.093642,33.840909
ville165,64.153046,20.248894
ville166,23.165099,35.811195
ville167,78.749340,40.161590
ville168,95.847337,6.185007
ville169,51.419778,12.212075
ville170,48.351111,37.128942
ville171,26.120560,8.253090
ville172,9.686665,3.777235
ville173,83.984784,32.258921
ville174,75.690590,31.738642
ville175,31.353958,65.963703
ville176,51.950153,26.226741
ville177,92.834331,66.599531
ville178,38.312662,20.906180
ville179,70.161224,99.691819
ville180,20.399255,50.277819
ville181,19.296816,21.591214
ville182,83.539303,45.059461
ville183,14.364626,26.270510
ville184,28.467648,55.765817
ville185,56.088126,73.136219
ville186,0.427991,93.243379
ville187,41.464643,96.248083
ville188,41.526304,32.590856
ville189,54.511300,71.418891
ville190,37.300181,4.141851
ville191,12.084350,1.678201
ville192,5.524959,57.990587
ville193,47.788177,75.885146
ville194,1.645025,47.928238
ville195,29.890317,66.563602
ville196,34.451141,20.325081
ville197,3.635025,93.867962
ville198,38.832073,50.650546
ville199,83.730170,52.972390
ville200,6.965245,64.879486
ville201,29.521118,61.425952
ville202,85.968053,65.062217
ville203,0.674505,36.409000
ville204,26.055928,21.980429
ville205,25.074652,29.675192
ville206,50.949271,4.391443
ville207,6.985403,3.664228
ville208,84.679144,2.371001
ville209,49.418702,80.128420
ville210,18.348601,84.937846
ville211,50.373837,33.077722
ville212,37.276980,14.204742
ville213,39.096799,99.907817
ville214,50.677071,29.537381
ville215,34.768159,48.449183
ville216,85.424136,23.452037
ville217,58.389410,50.805786
ville218,92.837413,18.403051
ville219,0.086160,48.094321
ville220,21.249439,39.312974
ville221,33.149479,43.297004
ville222,92.744239,52.431087
ville223,9.286825,83.660574
ville224,83.272981,68.992963
ville225,64.724441,23.674340
ville226,94.637831,78.024364
ville227,55.492341,59.777290
ville228,76.919002,77.661616
ville229,58.786689,27.887589
ville230,6.713553,34.683856
ville231,31.571902,28.950264
ville232,67.087703,43.021133
ville233,56.188648,62.599681
ville234,12.832659,78.495508
ville235,74.007707,47.530497
ville236,45.056495,64.508306
ville237,91.098702,95.883669
ville238,16.830425,68.955639
ville239,37.431553,12.109320
ville240,21.337512,19.570542
ville241,22.093071,18.242070
ville242,94.475871,55.966960
ville243,36.703198,70.646457
ville244,55.000248,89.162963
ville245,61.922580,32.804955
ville246,52.884922,36.885088
ville247,27.675596,43.737034
ville248,88.325873,92.947711
ville249,72.171744,90.507548
ville250,60.359549,62.932077
ville251,99.424171,22.045605
ville252,20.478338,79.424631
ville253,89.780719,44.535871
ville254,14.388770,32.052104
ville255,99.707295,80.510985
ville256,48.128093,88.861565
ville257,96.320730,62.504867
ville258,19.304831,56.297899
ville259,98.795044,48.304550
ville260,54.570279,62.684125
ville261,32.086809,82.995639
ville262,7.708392,54.943838
ville263,41.083635,92.650926
ville264,84.119039,88.688834
ville265,93.235492,8.907079
ville266,1.268965,27.502690
ville267,37.711429,15.981079
ville268,93.992296,28.521971
ville269,68.772837,65.069774
ville270,27.691782,15.787890
ville271,47.071960,38.431468
ville272,17.677509,5.893785
ville273,56.843662,71.427386
ville274,80.074287,8.549610
ville275,93.295558,18.439841
ville276,18.406898,64.739014
ville277,68.608393,1.255559
ville278,2.187780,70.021017
ville279,43.239342,23.614326
ville280,85.970665,8.965800
ville281,88.204652,55.584917
ville282,15.700979,86.352140
ville283,20.422197,35.858770
ville284,78.351487,53.439265
ville285,53.723762,35.268323
ville286,54.701533,68.673088
ville287,88.587128,83.862529
ville288,77.523153,31.637704
ville289,34.889026,79.853762
ville290,2.176788,85.275658
ville291,27.981328,82.181251
ville292,20.281546,71.943067
ville293,47.131784,43.896866
ville294,74.626944,55.044164
ville295,27.267065,77.568583
ville296,95.180637,0.961609
ville297,61.768706,46.642279
ville298,16.787760,51.887252
ville299,69.052521,65.718634
ville300,33.085409,66.467640
ville301,21.627400,91.710805
ville302,83.500490,92.741758
ville303,10.722018,4.952473
ville304,36.217000,99.124921
ville305,92.554622,65.532742
ville306,8.801148,20.902225
ville307,3.688739,96.642004
ville308,62.155724,51.247340
ville309,14.042580,13.638055
ville310,14.795947,75.473212
ville311,78.271293,5.628127
ville312,91.922696,44.751295
ville313,35.017455,38.372665
ville314,29.376904,37.621306
ville315,1.285921,12.473317
ville316,39.038182,14.730716
ville317,79.135840,36.063728
ville318,23.081741,34.817529
ville319,78.216505,84.798651
ville320,10.921799,62.676197
ville321,98.850699,83.690290
ville322,82.703344,95.097973
ville323,11.633930,31.462877
ville324,96.572604,95.748868
ville325,51.222529,97.046582
ville326,61.901778,83.184605
ville327,83.659212,60.371459
ville328,63.117298,12.430634
ville329,21.658306,11.147715
ville330,59.653331,93.536374
ville331,65.842790,19.776243
ville332,79.309514,55.007539
ville333,11.699644,35.917759
ville334,69.774031,92.135434
ville335,20.244527,49.760016
ville336,16.588642,5.311409
ville337,68.844254,65.374200
ville338,44.184599,10.555379
ville339,4.259624,91.501489
ville340,65.519333,83.435367
ville341,98.216190,19.512408
ville342,45.038176,56.617374
ville343,68.205592,31.387452
ville344,28.910530,99.282397
ville345,39.249569,67.498519
ville346,47.602969,63.105648
ville347,16.628180,69.813204
ville348,50.515443,13.057831
ville349,62.960625,79.231478
ville350,43.454404,38.163488
ville351,13.737396,84.421128
ville352,65.892494,55.152723
ville353,51.816791,84.811717
ville354,30.535982,18.241725
ville355,88.675749,73.312167
ville356,57.598919,65.033688
ville357,21.200602,18.509975
ville358,97.157504,26.163284
ville359,26.318557,35.979906
ville360,14.285968,4.263694
ville361,59.907869,71.556599
ville362,51.754013,29.694267
ville363,71.551009,57.806276
ville364,50.085397,85.263380
ville365,21.622667,12.167501
ville366,99.190697,98.049629
ville367,20.106214,25.135035
ville368,44.526755,61.168026
ville369,51.004731,36.512022
ville370,57.553254,97.537656
ville371,15.391227,80.346791
ville372,88.510378,93.919565
ville373,6.127618,86.872986
ville374,74.280390,30.506764
ville375,27.190274,86.926725
ville376,77.460620,80.641620
ville377,43.703289,21.180981
ville378,88.745907,52.454091
ville379,95.912597,3.009962
ville380,88.431545,68.970034
ville381,79.359497,95.062623
ville382,17.496673,66.583546
ville383,69.659232,62.713926
ville384,32.947832,54.208322
ville385,79.270779,3.976490
ville386,32.869406,36.114691
ville387,79.605071,22.428369
ville388,53.601255,76.291445
ville389,30.321253,9.299374
ville390,94.580443,13.509661
ville391,56.865587,39.914764
ville392,47.445875,22.813454
ville393,25.726883,91.725471
ville394,29.984946,56.995317
ville395,20.299760,78.072283
ville396,60.868783,21.635057
ville397,20.402143,98.812265
ville398,37.736207,32.436275
ville399,56.467413,47.805549
ville400,67.862721,68.753503
ville401,40.122836,44.496972
ville402,60.613014,22.919564
ville403,9.117733,41.740760
ville404,36.950868,33.231648
ville405,24.305253,98.381272
ville406,94.043270,85.235482
ville407,52.751929,1.663853
ville408,64.382783,81.431213
ville409,14.403364,77.345386
ville410,43.909500,86.958690
ville411,14.697825,26.339813
ville412,93.242706,30.161800
ville413,29.374446,96.319990
ville414,50.070332,32.067029
ville415,50.561996,95.465444
ville416,87.717749,72.215041
ville417,18.197883,51.824648
ville418,16.866046,67.635321
ville419,46.843122,92.351693
ville420,54.909023,55.949833
ville421,48.843075,5.568321
ville422,86.765657,70.390713
ville423,56.716771,38.764459
ville424,14.264860,49.506898
ville425,62.431800,91.270013
ville426,75.114134,43.249954
ville427,1.969455,0.624660
ville428,98.653303,66.061055
ville429,88.158303,76.598210
ville430,86.111052,68.454909
ville431,21.651381,94.757082
ville432,82.283181,33.426819
ville433,4.540878,18.528344
ville434,5.874118,26.293043
ville435,7.176265,11.488719
ville436,90.902757,2.639836
ville437,67.725681,65.518771
ville438,73.989722,45.259680
ville439,79.449051,0.193957
ville440,59.838541,6.363613
ville441,53.240143,7.083742
ville442,56.450193,58.393458
ville443,18.841196,63.983521
ville444,71.029425,91.547984
ville445,46.965869,55.352107
ville446,2.866188,72.019687
ville447,34.882582,71.557943
ville448,74.340915,47.750849
ville449,48.510864,22.087007
ville450,16.332568,1.475123
ville451,92.385062,15.740383
ville452,48.617942,21.747314
ville453,7.101850,60.784823
ville454,10.515635,36.279008
ville455,41.283469,51.269987
ville456,94.675701,14.503062
ville457,52.959305,87.044269
ville458,53.032663,19.967437
ville459,92.718903,26.596771
ville460,11.926397,46.958878
ville461,37.865000,97.051919
ville462,51.604492,16.697187
ville463,29.620082,24.723513
ville464,28.085622,35.040652
ville465,28.231510,86.986573
ville466,83.338468,69.632490
ville467,13.254148,62.466337
ville468,71.720516,6.709560
ville469,67.575870,47.653689
ville470,15.554571,25.666512
ville471,77.067219,68.749559
ville472,73.833488,19.431400
ville473,83.534022,56.302173
ville474,70.616852,57.432561
ville475,69.051531,49.079773
ville476,83.747817,49.552653
ville477,31.446931,28.564067
ville478,76.270357,75.887686
ville479,44.333956,20.793665
ville480,79.120230,73.708178
ville481,13.347606,33.206907
ville482,8.494167,61.466120
ville483,61.077709,33.051455
ville484,95.811839,9.573835
ville485,7.445615,38.456358
ville486,36.009468,11.130498
ville487,70.283502,54.818905
ville488,41.341548,27.393545
ville489,3.303608,23.740000
ville490,98.173115,95.535685
ville491,68.253550,37.408787
ville492,29.482040,4.644087
ville493,53.171088,46.468399
ville494,94.388608,89.335884
ville495,68.202542,80.127864
ville496,9.013308,86.664149
ville497,64.345523,55.200364
ville498,52.516195,39.687290
ville499,24.278579,50.073536
ville500,85.924189,27.851103
ville501,93.490129,88.600581
ville502,9.959293,85.838600
ville503,89.351128,24.415175
ville504,45.852086,36.006539
ville505,61.897940,18.673409
ville506,43.979105,56.821670
ville507,1.809880,18.646093
ville508,84.877241,31.785183
ville509,13.565129,89.122344
ville510,79.240129,88.851909
ville511,34.037833,73.852603
ville512,40.706988,62.352414
ville513,57.020408,41.992362
ville514,65.635225,31.233974
ville515,49.393224,51.921148
ville516,38.730809,48.702460
ville517,42.245857,26.110295
ville518,35.731737,43.299952
ville519,42.296896,83.936716
ville520,24.384302,26.970848
