Liège,85.7182521432,22.3337782184
Bruxelles,0.0000000000,0.0000000000
Laeken,-0.2093346154,-4.0947271413
Schaerbeek,1.5446180758,-2.3392700423
Etterbeek,2.6530545465,1.0784508439
Ixelles,2.0959912519,2.6964174334
Saint-Gilles,-0.4230052273,2.2015514456
Anderlecht,-2.7613492169,0.9351325392
Molenbeek-Saint-Jean,-2.0290148396,-0.8665720621
Koekelberg,-1.8234058135,-1.7455609032
Berchem-Sainte-Agathe,-4.1391927986,-1.9367792235
Ganshoren,-2.3985989058,-2.7434487025
Jette,-1.7966110388,-3.4688147119
Neder-Over-Heembeek,2.7217056091,-5.6968329249
Haren,4.2710178447,-5.0483308510
Evere,3.5405867282,-2.6559286469
Woluwe-Saint-Pierre,6.4267958063,1.9236371904
Auderghem,5.7141067206,3.4325258260
Watermael-Boitsfort,4.4988209116,5.2381881041
Uccle,-1.0146933484,4.9688625411
Forest,-2.3816969387,4.1558943269
Woluwe-Saint-Lambert,5.3875247947,-0.0150569226
Saint-Josse-Ten-Noode,1.4480965480,-0.7241819413
Limal,15.5894440473,17.0340391670
Wavre,17.9647071530,14.4409938564
Bierges,16.6778353043,15.0215398027
"La Hulpe",8.9777018521,12.7689674486
Glimes,34.1480634492,18.4756614455
Incourt,31.3796349110,17.1683080264
Opprebais,31.1572572252,18.2738922872
Piètrebais,27.4803602373,12.8126967574
Roux-Miroir,30.3889930126,15.3170788371
Beauvechain,29.4665623733,7.2764984678
Hamme-Mille,25.8798092096,7.1785041338
L'ecluse,33.6994561971,8.3060872208
Nodebais,26.8154021943,8.2198503305
Tourinnes-La-Grosse,27.7499146879,7.6385987202
Bonlez,23.7088852023,16.0233394905
Chaumont-Gistoux,24.2564064980,18.0342881563
Corroy-Le-Grand,22.6639521369,20.4997957020
Dion-Valmont,21.7350034706,14.5001672376
Longueville,27.1906202495,15.9897513547
Rixensart,12.3198913899,14.7805224401
Rosières,13.6544811795,12.1453939931
Genval,10.2044615226,13.9615925849
Ottignies,15.2498821965,19.9855035553
Ottignies-Louvain-La-Neuve,16.0527831724,19.2863684941
Céroux-Mousty,12.4521166438,20.4045409875
Limelette,14.2572390126,17.9042497334
Louvain-La-Neuve,18.4146356717,19.1207010481
Enines,40.2985482277,16.8893221810
Folx-Les-Caves,41.0727902220,20.5704995601
Jandrain-Jandrenouille,44.0312869573,19.1381603697
Jauche,42.3434687374,18.2970570514
Marilles,42.1826720249,15.4520125085
Noduwez,42.9608360613,13.0112309472
Orp-Jauche,44.7133995496,16.2490013772
Orp-Le-Grand,44.8746312651,15.8737531906
Hélécine,44.2399690683,10.5628363958
Linsmeau,45.6975725342,12.6862299237
Neerheylissem,44.7153781112,9.9678838775
Opheylissem,43.9481733410,10.9579069904
Malèves-Sainte-Marie-Wastines,30.0590854194,21.0796319125
Orbais,28.8652691078,23.1647811488
Perwez,32.3989378869,24.7332260010
Thorembais-Les-Béguines,32.7393837758,20.8653136565
Thorembais-Saint-Trond,30.3264578394,23.3715376573
